id_chromosome,id_image,etiqueta,xmin,ymin,xmax,ymax
96400,1056254,C12,288,215,375,305
96401,1056254,D13,202,473,270,561
96402,1056254,D13,29,511,115,589
96403,1056254,D14,246,497,343,562
96404,1056254,D14,430,339,466,418
96405,1056254,D15,19,348,53,452
96406,1056254,D15,446,211,492,312
96407,1056254,E16,357,135,439,171
96408,1056254,E16,204,210,259,286
96409,1056254,E17,252,306,329,346
96410,1056254,E17,203,438,235,511
96411,1056254,E18,178,535,243,600
96412,1056254,E18,92,460,146,528
96413,1056254,F19,282,226,345,269
96414,1056254,F19,252,253,314,294
96415,1056254,F20,382,502,424,572
96416,1056254,F20,328,138,381,198
96417,1056254,G21,392,263,444,308
96418,1056254,G21,68,446,102,494
96419,1056254,G22,374,295,430,326
96420,1056254,G22,383,220,433,272
96421,1056254,X,341,76,450,145
96422,1056254,X,165,419,286,491
96423,1056255,A1,416,141,558,225
96424,1056255,A1,417,566,499,620
96425,1056255,A2,361,241,480,304
96426,1056255,A2,614,356,695,455
96427,1056255,A3,228,172,290,285
96428,1056255,A3,331,268,399,337
96429,1056255,B4,346,506,415,611
96430,1056255,B4,536,313,609,372
96431,1056255,B5,501,385,561,486
96432,1056255,B5,474,265,582,357
96433,1056255,C6,278,193,378,261
96434,1056255,C6,350,511,401,609
96435,1056255,C7,379,553,447,637
96436,1056255,C7,36,192,126,263
96437,1056255,C8,292,410,375,488
96438,1056255,C8,329,396,367,455
96439,1056255,C9,64,135,134,224
96440,1056255,C9,530,357,635,390
96441,1056255,C10,440,205,495,274
96442,1056255,C10,450,604,499,684
96443,1056255,C11,342,112,387,205
96444,1056255,C11,284,393,363,459
96445,1056255,C12,362,129,419,208
96446,1056255,C12,269,447,363,500
96447,1056255,D13,9,290,75,356
96448,1056255,D13,780,30,865,86
96449,1056255,D14,310,126,350,202
96450,1056255,D14,14,338,66,395
96451,1056255,D15,393,537,473,569
96452,1056255,D15,399,186,447,259
96453,1056255,E16,430,485,490,542
96454,1056255,E16,300,340,335,411
96455,1056255,E17,310,247,340,317
96456,1056255,E17,407,293,469,325
96457,1056255,E18,341,191,385,247
96458,1056255,E18,34,258,67,317
96459,1056255,F19,390,279,424,334
96460,1056255,F19,567,139,606,193
96461,1056255,F20,465,506,515,543
96462,1056255,F20,246,457,296,495
96463,1056255,G21,394,259,432,289
96464,1056255,G21,261,416,294,454
96465,1056255,G22,290,168,332,207
96466,1056255,G22,239,227,286,278
96467,1056255,X,812,271,880,348
96468,1056255,X,401,608,480,651
96469,1056256,A1,292,116,380,243
96470,1056256,A1,126,346,227,459
96471,1056256,A2,347,262,449,402
96472,1056256,A2,146,515,288,598
96473,1056256,A3,357,212,465,333
96474,1056256,A3,153,486,268,572
96475,1056256,B4,272,476,379,553
96476,1056256,B4,261,545,392,617
96477,1056256,B5,174,229,304,310
96478,1056256,B5,496,491,615,621
96479,1056256,C6,363,551,458,647
96480,1056256,C6,129,541,222,639
96481,1056256,C7,79,395,184,472
96482,1056256,C7,171,391,311,428
96483,1056256,C8,292,230,352,343
96484,1056256,C8,167,244,251,308
96485,1056256,C9,349,181,411,277
96486,1056256,C9,119,209,170,287
96487,1056256,C10,209,191,272,253
96488,1056256,C10,216,376,307,459
96489,1056256,C11,200,504,318,550
96490,1056256,C11,132,292,221,373
96491,1056256,C12,384,135,429,245
96492,1056256,C12,32,326,140,396
96493,1056256,D13,342,33,384,110
96494,1056256,D13,245,453,327,496
96495,1056256,D14,467,280,513,372
96496,1056256,D14,36,426,99,501
96497,1056256,D15,114,372,195,403
96498,1056256,D15,76,318,152,385
96499,1056256,E16,309,319,380,359
96500,1056256,E16,316,429,389,467
96501,1056256,E17,304,350,344,427
96502,1056256,E17,218,295,280,351
96503,1056256,E18,375,325,414,387
96504,1056256,E18,152,305,217,356
96505,1056256,F19,310,456,364,493
96506,1056256,F19,263,448,292,509
96507,1056256,F20,536,244,605,283
96508,1056256,F20,557,352,607,387
96509,1056256,G21,370,457,408,507
96510,1056256,G21,259,350,300,389
96511,1056256,G22,246,333,291,374
96512,1056256,G22,59,383,91,442
96513,1056256,X,230,362,270,480
96514,1056256,X,294,488,350,591
96515,1056261,A1,313,520,402,686
96516,1056261,A1,400,686,533,772
96517,1056261,A2,250,214,340,297
96518,1056261,A2,533,49,690,108
96519,1056261,A3,466,284,550,404
96520,1056261,A3,358,474,447,576
96521,1056261,B4,470,189,532,303
96522,1056261,B4,237,300,354,381
96523,1056261,B5,394,548,472,662
96524,1056261,B5,554,348,670,420
96525,1056261,C6,296,483,361,598
96526,1056261,C6,318,151,446,197
96527,1056261,C7,659,286,737,382
96528,1056261,C7,88,278,173,375
96529,1056261,C8,469,63,504,162
96530,1056261,C8,102,276,199,340
96531,1056261,C9,427,103,479,179
96532,1056261,C9,486,740,581,790
96533,1056261,C10,289,139,354,230
96534,1056261,C10,217,488,333,531
96535,1056261,C11,363,176,472,230
96536,1056261,C11,251,69,326,149
96537,1056261,C12,593,154,652,246
96538,1056261,C12,512,101,563,177
96539,1056261,D13,259,330,330,402
96540,1056261,D13,447,149,517,208
96541,1056261,D14,529,185,612,219
96542,1056261,D14,373,674,442,720
96543,1056261,D15,328,229,385,300
96544,1056261,D15,24,353,112,391
96545,1056261,E16,151,192,207,256
96546,1056261,E16,444,712,487,776
96547,1056261,E17,381,570,452,600
96548,1056261,E17,648,259,690,335
96549,1056261,E18,268,518,330,554
96550,1056261,E18,172,130,204,205
96551,1056261,F19,565,211,608,257
96552,1056261,F19,204,243,253,295
96553,1056261,F20,373,721,413,779
96554,1056261,F20,185,231,230,286
96555,1056261,G21,328,77,381,124
96556,1056261,G21,376,316,425,354
96557,1056261,G22,436,496,468,548
96558,1056261,G22,287,223,317,272
96559,1056261,X,201,127,260,236
96560,1056261,Y,322,284,373,312
96561,1056262,A1,470,65,546,218
96562,1056262,A1,361,493,451,587
96563,1056262,A2,494,238,640,329
96564,1056262,A2,135,309,302,365
96565,1056262,A3,423,464,474,588
96566,1056262,A3,404,369,484,425
96567,1056262,B4,214,494,325,582
96568,1056262,B4,216,342,329,412
96569,1056262,B5,175,373,278,437
96570,1056262,B5,21,35,146,89
96571,1056262,C6,504,130,598,203
96572,1056262,C6,528,425,589,530
96573,1056262,C7,570,297,635,408
96574,1056262,C7,496,217,576,315
96575,1056262,C8,309,409,371,498
96576,1056262,C8,288,115,332,215
96577,1056262,C9,307,470,366,560
96578,1056262,C9,383,310,425,400
96579,1056262,C10,145,595,253,641
96580,1056262,C10,352,188,419,276
96581,1056262,C11,519,343,595,430
96582,1056262,C11,467,237,505,335
96583,1056262,C12,335,111,397,203
96584,1056262,C12,224,406,266,509
96585,1056262,D13,451,424,504,497
96586,1056262,D13,247,135,288,215
96587,1056262,D14,448,218,486,294
96588,1056262,D14,93,356,178,399
96589,1056262,D15,215,543,269,608
96590,1056262,D15,273,535,339,604
96591,1056262,E16,473,345,536,396
96592,1056262,E16,422,174,468,241
96593,1056262,E17,607,251,664,315
96594,1056262,E17,384,477,426,544
96595,1056262,E18,140,398,202,444
96596,1056262,E18,562,444,601,503
96597,1056262,F19,433,424,479,464
96598,1056262,F19,540,299,581,355
96599,1056262,F20,502,404,534,465
96600,1056262,F20,541,344,581,391
96601,1056262,G21,360,438,398,483
96602,1056262,G21,265,288,308,324
96603,1056262,G22,270,154,305,193
96604,1056262,G22,125,133,161,186
96605,1056262,X,317,310,388,407
96606,1056262,Y,440,337,470,387
96607,1056263,A1,284,214,355,300
96608,1056263,A1,93,593,199,683
96609,1056263,A2,106,691,241,801
96610,1056263,A2,284,285,370,376
96611,1056263,A3,207,254,295,335
96612,1056263,A3,245,381,336,496
96613,1056263,B4,566,315,648,386
96614,1056263,B4,137,253,208,352
96615,1056263,B5,359,517,446,582
96616,1056263,B5,300,329,345,424
96617,1056263,C6,45,764,145,821
96618,1056263,C6,55,727,121,793
96619,1056263,C7,508,338,559,443
96620,1056263,C7,435,426,503,521
96621,1056263,C8,63,611,131,701
96622,1056263,C8,390,533,484,574
96623,1056263,C9,300,541,373,593
96624,1056263,C9,422,625,515,663
96625,1056263,C10,150,727,184,829
96626,1056263,C10,568,78,647,154
96627,1056263,C11,367,539,420,601
96628,1056263,C11,500,42,598,83
96629,1056263,C12,207,306,265,392
96630,1056263,C12,340,349,436,389
96631,1056263,D13,360,382,441,415
96632,1056263,D13,614,374,668,449
96633,1056263,D14,461,562,543,597
96634,1056263,D14,132,568,166,652
96635,1056263,D15,540,449,577,524
96636,1056263,D15,428,557,468,629
96637,1056263,E16,590,373,643,444
96638,1056263,E16,484,452,540,506
96639,1056263,E17,181,324,224,395
96640,1056263,E17,490,434,560,466
96641,1056263,E18,395,593,434,647
96642,1056263,E18,277,517,334,555
96643,1056263,F19,336,408,395,441
96644,1056263,F19,238,286,276,341
96645,1056263,F20,458,594,509,632
96646,1056263,F20,151,275,211,307
96647,1056263,G21,549,619,592,664
96648,1056263,G21,298,448,347,483
96649,1056263,G22,441,454,478,496
96650,1056263,G22,449,410,502,441
96651,1056263,X,357,213,407,280
96652,1056264,A1,573,725,707,841
96653,1056264,A1,827,490,936,603
96654,1056264,A2,302,594,414,715
96655,1056264,A2,606,715,656,855
96656,1056264,A3,418,476,492,588
96657,1056264,A3,207,471,275,567
96658,1056264,B4,430,456,532,532
96659,1056264,B4,459,103,531,162
96660,1056264,B5,171,80,251,178
96661,1056264,B5,306,592,406,678
96662,1056264,C6,1039,789,1101,878
96663,1056264,C6,514,56,557,164
96664,1056264,C7,328,45,424,92
96665,1056264,C7,45,49,94,129
96666,1056264,C8,101,50,148,119
96667,1056264,C8,893,687,980,733
96668,1056264,C9,610,622,644,712
96669,1056264,C9,579,645,668,687
96670,1056264,C10,306,528,369,610
96671,1056264,C10,1064,661,1126,735
96672,1056264,C11,318,647,375,716
96673,1056264,C11,229,495,319,525
96674,1056264,C12,635,680,701,758
96675,1056264,C12,243,528,304,604
96676,1056264,D13,431,256,475,329
96677,1056264,D13,598,679,629,749
96678,1056264,D14,184,213,255,250
96679,1056264,D14,872,820,926,882
96680,1056264,D15,420,565,485,601
96681,1056264,D15,191,244,261,281
96682,1056264,E16,474,813,523,854
96683,1056264,E16,484,800,552,829
96684,1056264,E17,943,557,1009,589
96685,1056264,E17,532,798,567,863
96686,1056264,E18,663,881,714,927
96687,1056264,E18,537,9,573,62
96688,1056264,F19,442,593,473,640
96689,1056264,F19,276,553,311,593
96690,1056264,F20,517,470,555,518
96691,1056264,F20,858,895,889,947
96692,1056264,G21,413,312,444,356
96693,1056264,G21,439,499,482,535
96694,1056264,G22,805,246,847,286
96695,1056264,G22,875,831,913,863
96696,1056264,X,606,906,668,957
96697,1056271,A1,114,618,204,718
96698,1056271,A1,256,213,351,352
96699,1056271,A2,252,294,319,425
96700,1056271,A2,200,528,265,652
96701,1056271,A3,683,672,745,803
96702,1056271,A3,518,81,554,222
96703,1056271,B4,470,202,559,302
96704,1056271,B4,408,388,486,494
96705,1056271,B5,153,483,237,576
96706,1056271,B5,429,409,512,511
96707,1056271,C6,34,314,111,422
96708,1056271,C6,467,583,585,638
96709,1056271,C7,168,578,232,673
96710,1056271,C7,248,518,303,614
96711,1056271,C8,194,270,262,346
96712,1056271,C8,107,626,198,673
96713,1056271,C9,186,276,240,364
96714,1056271,C9,249,506,282,594
96715,1056271,C10,371,132,417,222
96716,1056271,C10,398,414,477,470
96717,1056271,C11,451,98,496,187
96718,1056271,C11,341,144,436,188
96719,1056271,C12,365,729,464,777
96720,1056271,C12,183,381,278,429
96721,1056271,D13,465,283,531,347
96722,1056271,D13,484,95,558,133
96723,1056271,D14,248,233,306,298
96724,1056271,D14,204,225,260,284
96725,1056271,D15,190,347,261,382
96726,1056271,D15,522,584,588,638
96727,1056271,E16,276,486,338,531
96728,1056271,E16,403,175,470,206
96729,1056271,E17,225,448,275,506
96730,1056271,E17,724,201,765,275
96731,1056271,E18,496,613,552,659
96732,1056271,E18,134,559,165,612
96733,1056271,F19,54,187,98,241
96734,1056271,F19,552,67,595,122
96735,1056271,F20,124,290,169,343
96736,1056271,F20,150,291,189,346
96737,1056271,G21,339,190,383,222
96738,1056271,G21,171,550,205,585
96739,1056271,G22,139,589,182,631
96740,1056271,G22,410,207,458,238
96741,1056271,X,578,213,640,283
96742,1056271,Y,649,276,681,337
96743,1056272,A1,61,445,189,574
96744,1056272,A1,214,116,386,199
96745,1056272,A2,424,415,570,510
96746,1056272,A2,417,128,506,280
96747,1056272,A3,188,377,260,535
96748,1056272,A3,327,386,465,475
96749,1056272,B4,260,50,399,134
96750,1056272,B4,231,182,327,304
96751,1056272,B5,490,237,594,347
96752,1056272,B5,432,333,517,474
96753,1056272,C6,65,164,184,260
96754,1056272,C6,584,272,622,422
96755,1056272,C7,110,405,240,474
96756,1056272,C7,331,370,421,487
96757,1056272,C8,510,357,599,451
96758,1056272,C8,332,467,406,559
96759,1056272,C9,83,344,174,433
96760,1056272,C9,131,204,205,298
96761,1056272,C10,412,227,514,301
96762,1056272,C10,301,347,418,382
96763,1056272,C11,123,316,228,381
96764,1056272,C11,218,284,333,339
96765,1056272,C12,485,314,580,389
96766,1056272,C12,356,297,395,413
96767,1056272,D13,196,181,242,280
96768,1056272,D13,422,417,515,458
96769,1056272,D14,175,318,259,359
96770,1056272,D14,114,172,180,251
96771,1056272,D15,284,450,331,532
96772,1056272,D15,378,269,454,327
96773,1056272,E16,254,160,320,219
96774,1056272,E16,27,250,116,289
96775,1056272,E17,527,240,604,282
96776,1056272,E17,326,162,365,238
96777,1056272,E18,376,131,433,186
96778,1056272,E18,225,424,298,463
96779,1056272,F19,268,223,333,270
96780,1056272,F19,396,365,429,432
96781,1056272,F20,359,224,417,280
96782,1056272,F20,258,283,299,345
96783,1056272,G21,330,477,383,513
96784,1056272,G21,429,210,483,241
96785,1056272,G22,161,372,197,426
96786,1056272,G22,429,319,467,376
96787,1056272,X,195,48,303,115
96788,1056272,Y,159,276,212,323
96789,1056273,A1,333,617,501,704
96790,1056273,A1,282,568,373,655
96791,1056273,A2,616,563,722,701
96792,1056273,A2,17,328,106,471
96793,1056273,A3,487,468,614,523
96794,1056273,A3,147,270,226,347
96795,1056273,B4,264,147,367,238
96796,1056273,B4,587,715,731,752
96797,1056273,B5,391,238,512,319
96798,1056273,B5,374,601,442,725
96799,1056273,C6,106,452,226,507
96800,1056273,C6,183,426,249,532
96801,1056273,C7,201,587,318,624
96802,1056273,C7,304,269,428,308
96803,1056273,C8,264,330,328,426
96804,1056273,C8,202,334,278,410
96805,1056273,C9,548,575,649,653
96806,1056273,C9,280,10,350,111
96807,1056273,C10,129,350,184,445
96808,1056273,C10,203,538,309,571
96809,1056273,C11,679,486,797,529
96810,1056273,C11,114,390,213,422
96811,1056273,C12,67,761,155,836
96812,1056273,C12,336,325,405,407
96813,1056273,D13,640,660,716,729
96814,1056273,D13,542,402,604,480
96815,1056273,D14,416,331,497,393
96816,1056273,D14,564,637,596,722
96817,1056273,D15,518,421,580,494
96818,1056273,D15,195,844,289,887
96819,1056273,E16,335,131,388,201
96820,1056273,E16,308,373,347,451
96821,1056273,E17,471,474,535,542
96822,1056273,E17,781,523,825,606
96823,1056273,E18,244,177,307,221
96824,1056273,E18,900,679,940,758
96825,1056273,F19,322,544,382,579
96826,1056273,F19,578,523,643,563
96827,1056273,F20,356,219,390,272
96828,1056273,F20,381,188,413,246
96829,1056273,G21,311,238,363,272
96830,1056273,G21,336,373,375,417
96831,1056273,G22,213,264,259,314
96832,1056273,G22,214,298,248,350
96833,1056273,Y,538,365,597,407
96834,1056274,A1,114,93,203,164
96835,1056274,A1,286,386,385,509
96836,1056274,A2,280,74,411,182
96837,1056274,A2,49,252,166,385
96838,1056274,A3,464,297,596,379
96839,1056274,A3,303,237,437,309
96840,1056274,B4,140,85,279,142
96841,1056274,B4,21,193,68,335
96842,1056274,B5,52,71,114,165
96843,1056274,B5,252,388,358,443
96844,1056274,C6,107,296,216,373
96845,1056274,C6,227,229,305,347
96846,1056274,C7,308,238,437,310
96847,1056274,C7,173,62,287,136
96848,1056274,C8,169,454,280,515
96849,1056274,C8,121,25,224,96
96850,1056274,C9,474,235,534,336
96851,1056274,C9,300,192,377,275
96852,1056274,C10,308,530,412,571
96853,1056274,C10,304,503,377,589
96854,1056274,C11,322,305,379,363
96855,1056274,C11,147,173,257,227
96856,1056274,C12,148,376,185,480
96857,1056274,C12,397,458,466,511
96858,1056274,D13,269,286,331,358
96859,1056274,D13,279,185,363,230
96860,1056274,D14,111,346,177,412
96861,1056274,D14,172,401,247,451
96862,1056274,D15,121,219,195,272
96863,1056274,D15,321,354,396,392
96864,1056274,E16,256,499,306,567
96865,1056274,E16,117,410,186,439
96866,1056274,E17,384,257,455,308
96867,1056274,E17,430,311,464,387
96868,1056274,E18,244,128,284,183
96869,1056274,E18,187,285,247,320
96870,1056274,F19,333,154,382,203
96871,1056274,F19,165,149,200,201
96872,1056274,F20,227,451,260,507
96873,1056274,F20,417,325,477,370
96874,1056274,G21,191,209,236,244
96875,1056274,G21,269,312,308,345
96876,1056274,G22,249,160,295,204
96877,1056274,G22,82,147,123,189
96878,1056274,X,532,369,594,479
96879,1056275,A1,514,359,595,552
96880,1056275,A1,650,258,727,434
96881,1056275,A2,319,93,462,181
96882,1056275,A2,202,564,316,717
96883,1056275,A3,253,313,347,402
96884,1056275,A3,445,120,504,274
96885,1056275,B4,307,228,373,334
96886,1056275,B4,187,38,252,187
96887,1056275,B5,32,476,165,546
96888,1056275,B5,335,5,423,136
96889,1056275,C6,521,491,563,630
96890,1056275,C6,248,442,311,556
96891,1056275,C7,167,498,214,606
96892,1056275,C7,338,571,447,642
96893,1056275,C8,291,109,333,213
96894,1056275,C8,158,647,280,687
96895,1056275,C9,129,355,180,452
96896,1056275,C9,373,546,416,659
96897,1056275,C10,405,643,499,698
96898,1056275,C10,186,205,264,297
96899,1056275,C11,253,496,344,584
96900,1056275,C11,666,376,763,473
96901,1056275,C12,490,218,572,311
96902,1056275,C12,103,484,150,585
96903,1056275,D13,179,267,250,341
96904,1056275,D13,443,374,523,442
96905,1056275,D14,236,120,294,199
96906,1056275,D14,195,545,282,577
96907,1056275,D15,360,465,402,552
96908,1056275,D15,265,73,294,163
96909,1056275,E16,203,338,244,411
96910,1056275,E16,103,409,167,467
96911,1056275,E17,268,602,337,646
96912,1056275,E17,273,221,313,291
96913,1056275,E18,212,414,252,481
96914,1056275,E18,490,527,531,592
96915,1056275,F19,400,181,458,228
96916,1056275,F19,274,8,310,70
96917,1056275,F20,454,413,494,469
96918,1056275,F20,419,780,482,814
96919,1056275,G21,395,310,449,355
96920,1056275,G21,324,477,371,523
96921,1056275,G22,468,583,528,619
96922,1056275,G22,469,338,522,377
96923,1056275,X,42,533,133,625
96924,1056275,Y,480,305,543,336
96925,1056281,A1,63,83,138,221
96926,1056281,A1,529,774,721,844
96927,1056281,A2,229,78,336,178
96928,1056281,A2,323,24,498,71
96929,1056281,A3,89,433,245,469
96930,1056281,A3,268,445,325,595
96931,1056281,B4,625,674,711,802
96932,1056281,B4,155,220,248,329
96933,1056281,B5,1144,523,1278,628
96934,1056281,B5,75,267,227,315
96935,1056281,C6,134,460,270,510
96936,1056281,C6,144,214,212,322
96937,1056281,C7,193,455,330,502
96938,1056281,C7,143,222,219,325
96939,1056281,C8,404,345,458,441
96940,1056281,C8,163,175,258,220
96941,1056281,C9,1258,579,1334,689
96942,1056281,C9,287,192,359,275
96943,1056281,C10,174,705,257,801
96944,1056281,C10,705,709,784,799
96945,1056281,C11,54,318,159,358
96946,1056281,C11,471,388,555,461
96947,1056281,C12,618,711,724,760
96948,1056281,C12,191,107,291,148
96949,1056281,D13,112,72,187,131
96950,1056281,D13,72,289,159,327
96951,1056281,D14,131,667,221,701
96952,1056281,D14,374,382,405,461
96953,1056281,D15,494,748,578,784
96954,1056281,D15,68,351,152,383
96955,1056281,E16,290,403,360,450
96956,1056281,E16,251,193,307,247
96957,1056281,E17,634,786,714,820
96958,1056281,E17,120,117,179,178
96959,1056281,E18,379,344,431,394
96960,1056281,E18,259,177,318,208
96961,1056281,F19,228,499,285,536
96962,1056281,F19,1250,578,1310,614
96963,1056281,F20,1211,524,1252,587
96964,1056281,F20,357,395,385,451
96965,1056281,G21,356,360,396,398
96966,1056281,G21,261,234,302,269
96967,1056281,G22,1244,559,1302,587
96968,1056281,G22,673,669,712,705
96969,1056281,X,21,220,113,313
96970,1056281,X,695,685,786,764
96971,1056282,A1,305,102,393,194
96972,1056282,A1,122,362,241,445
96973,1056282,A2,208,169,280,302
96974,1056282,A2,29,277,101,383
96975,1056282,A3,525,210,590,284
96976,1056282,A3,76,131,206,202
96977,1056282,B4,471,207,532,323
96978,1056282,B4,306,23,380,116
96979,1056282,B5,270,407,353,450
96980,1056282,B5,21,287,109,349
96981,1056282,C6,96,372,169,478
96982,1056282,C6,224,126,343,168
96983,1056282,C7,315,370,376,437
96984,1056282,C7,463,321,512,428
96985,1056282,C8,95,254,152,346
96986,1056282,C8,192,404,274,482
96987,1056282,C9,281,68,332,146
96988,1056282,C9,322,222,392,304
96989,1056282,C10,205,94,273,172
96990,1056282,C10,262,266,311,360
96991,1056282,C11,506,219,555,317
96992,1056282,C11,159,482,259,524
96993,1056282,C12,102,401,170,492
96994,1056282,C12,145,267,232,329
96995,1056282,D13,294,319,371,375
96996,1056282,D13,250,377,320,434
96997,1056282,D14,226,55,291,112
96998,1056282,D14,421,81,459,159
96999,1056282,D15,303,300,388,334
97000,1056282,D15,87,209,148,248
97001,1056282,E16,443,342,520,376
97002,1056282,E16,173,77,254,112
97003,1056282,E17,168,365,216,416
97004,1056282,E17,131,334,186,384
97005,1056282,E18,181,288,217,347
97006,1056282,E18,208,388,267,419
97007,1056282,F19,313,209,360,257
97008,1056282,F19,156,440,185,498
97009,1056282,F20,213,284,267,324
97010,1056282,F20,179,117,219,156
97011,1056282,G21,271,156,313,195
97012,1056282,G21,273,353,317,383
97013,1056282,G22,278,218,312,271
97014,1056282,G22,107,260,151,300
97015,1056282,X,91,175,159,251
97016,1056282,X,425,158,505,214
97017,1056283,A1,373,451,505,599
97018,1056283,A1,215,527,317,666
97019,1056283,A2,478,217,625,294
97020,1056283,A2,72,320,110,487
97021,1056283,A3,315,522,400,653
97022,1056283,A3,396,175,524,219
97023,1056283,B4,66,246,149,347
97024,1056283,B4,167,256,249,317
97025,1056283,B5,377,93,487,166
97026,1056283,B5,150,145,230,258
97027,1056283,C6,362,148,435,252
97028,1056283,C6,288,204,350,308
97029,1056283,C7,387,502,491,552
97030,1056283,C7,296,85,403,139
97031,1056283,C8,136,314,190,400
97032,1056283,C8,343,27,394,118
97033,1056283,C9,506,487,556,580
97034,1056283,C9,629,313,682,383
97035,1056283,C10,20,334,55,436
97036,1056283,C10,587,245,629,338
97037,1056283,C11,307,309,411,343
97038,1056283,C11,168,485,226,580
97039,1056283,C12,168,405,259,448
97040,1056283,C12,234,325,298,408
97041,1056283,D13,96,471,173,530
97042,1056283,D13,416,337,490,380
97043,1056283,D14,418,390,473,443
97044,1056283,D14,388,434,467,463
97045,1056283,D15,477,419,552,461
97046,1056283,D15,240,499,300,557
97047,1056283,E16,468,297,545,334
97048,1056283,E16,358,339,405,407
97049,1056283,E17,624,253,678,320
97050,1056283,E17,377,261,443,311
97051,1056283,E18,276,340,338,379
97052,1056283,E18,550,188,589,245
97053,1056283,F19,191,383,250,414
97054,1056283,F19,393,343,421,394
97055,1056283,F20,253,139,291,194
97056,1056283,F20,308,125,359,173
97057,1056283,G21,209,507,256,535
97058,1056283,G21,351,475,384,521
97059,1056283,G22,552,274,593,321
97060,1056283,G22,359,411,406,446
97061,1056283,X,138,490,228,563
97062,1056283,X,273,483,322,574
97063,1056284,A1,197,106,294,190
97064,1056284,A1,160,529,224,627
97065,1056284,A2,307,432,384,526
97066,1056284,A2,444,344,586,422
97067,1056284,A3,322,298,442,436
97068,1056284,A3,119,334,180,409
97069,1056284,B4,303,112,422,224
97070,1056284,B4,433,456,525,560
97071,1056284,B5,241,463,355,587
97072,1056284,B5,192,304,315,412
97073,1056284,C6,16,165,155,236
97074,1056284,C6,486,372,569,483
97075,1056284,C7,460,348,520,471
97076,1056284,C7,66,397,100,535
97077,1056284,C8,85,43,172,147
97078,1056284,C8,37,228,82,349
97079,1056284,C9,220,512,252,625
97080,1056284,C9,237,548,341,599
97081,1056284,C10,308,174,354,280
97082,1056284,C10,237,336,320,422
97083,1056284,C11,410,473,488,532
97084,1056284,C11,239,514,318,605
97085,1056284,C12,176,44,293,102
97086,1056284,C12,355,491,416,599
97087,1056284,D13,230,278,302,331
97088,1056284,D13,170,145,211,242
97089,1056284,D14,241,737,313,788
97090,1056284,D14,208,397,253,476
97091,1056284,D15,87,238,168,293
97092,1056284,D15,247,137,307,212
97093,1056284,E16,205,254,264,315
97094,1056284,E16,183,332,272,384
97095,1056284,E17,254,441,298,513
97096,1056284,E17,175,173,252,225
97097,1056284,E18,157,388,188,458
97098,1056284,E18,85,183,116,250
97099,1056284,F19,112,131,148,192
97100,1056284,F19,276,416,314,461
97101,1056284,F20,62,95,114,150
97102,1056284,F20,170,95,201,156
97103,1056284,G21,191,673,229,721
97104,1056284,G21,343,397,384,439
97105,1056284,G22,326,284,362,336
97106,1056284,G22,341,206,378,257
97107,1056284,X,51,134,126,187
97108,1056284,X,41,29,149,118
97109,1056291,A1,179,35,320,176
97110,1056291,A1,126,27,266,162
97111,1056291,A2,594,206,666,378
97112,1056291,A2,133,174,248,330
97113,1056291,A3,141,404,281,520
97114,1056291,A3,209,145,355,193
97115,1056291,B4,46,181,165,268
97116,1056291,B4,534,250,602,370
97117,1056291,B5,483,185,609,241
97118,1056291,B5,399,486,532,532
97119,1056291,C6,162,274,273,381
97120,1056291,C6,56,92,204,149
97121,1056291,C7,461,245,535,345
97122,1056291,C7,413,129,474,228
97123,1056291,C8,242,187,328,295
97124,1056291,C8,349,428,461,472
97125,1056291,C9,111,212,166,293
97126,1056291,C9,337,121,423,203
97127,1056291,C10,408,401,504,442
97128,1056291,C10,195,382,282,468
97129,1056291,C11,81,328,172,407
97130,1056291,C11,375,404,409,516
97131,1056291,C12,271,141,332,235
97132,1056291,C12,387,303,487,364
97133,1056291,D13,324,477,383,548
97134,1056291,D13,567,296,617,373
97135,1056291,D14,325,196,378,272
97136,1056291,D14,428,240,479,308
97137,1056291,D15,346,141,427,204
97138,1056291,D15,536,462,580,541
97139,1056291,E16,275,103,330,168
97140,1056291,E16,296,324,375,361
97141,1056291,E17,368,511,431,577
97142,1056291,E17,241,425,286,495
97143,1056291,E18,465,117,501,185
97144,1056291,E18,286,461,334,524
97145,1056291,F19,358,206,411,257
97146,1056291,F19,238,508,298,546
97147,1056291,F20,71,242,115,304
97148,1056291,F20,317,415,351,474
97149,1056291,G21,272,428,323,462
97150,1056291,G21,545,229,593,259
97151,1056291,G22,175,367,220,417
97152,1056291,G22,340,528,376,581
97153,1056291,X,408,361,519,404
97154,1056291,X,368,78,468,146
97155,1056292,A1,213,70,329,246
97156,1056292,A1,229,245,392,365
97157,1056292,A2,370,303,467,466
97158,1056292,A2,355,353,442,449
97159,1056292,A3,179,42,284,128
97160,1056292,A3,239,473,375,534
97161,1056292,B4,285,63,418,109
97162,1056292,B4,370,105,433,228
97163,1056292,B5,116,463,253,545
97164,1056292,B5,443,151,486,273
97165,1056292,C6,129,383,247,464
97166,1056292,C6,347,261,469,311
97167,1056292,C7,121,216,221,297
97168,1056292,C7,30,191,126,294
97169,1056292,C8,442,39,532,123
97170,1056292,C8,132,312,193,407
97171,1056292,C9,177,236,268,297
97172,1056292,C9,316,255,360,361
97173,1056292,C10,70,121,156,207
97174,1056292,C10,149,316,233,377
97175,1056292,C11,331,184,410,269
